,active
2011-05-02 22:00:00-04:00,4.0
2011-05-02 23:00:00-04:00,4.0
2011-05-03 00:00:00-04:00,4.0
2011-05-03 01:00:00-04:00,4.0
2011-05-03 02:00:00-04:00,4.0
2011-05-03 03:00:00-04:00,4.0
2011-05-03 04:00:00-04:00,4.0
2011-05-03 05:00:00-04:00,51.961742
2011-05-03 06:00:00-04:00,4.8366914
2011-05-03 07:00:00-04:00,4.20064
2011-05-03 08:00:00-04:00,4.0
2011-05-03 09:00:00-04:00,4.0
2011-05-03 10:00:00-04:00,4.0
2011-05-03 11:00:00-04:00,4.0
2011-05-03 12:00:00-04:00,4.0
2011-05-03 13:00:00-04:00,4.0
2011-05-03 14:00:00-04:00,4.0
2011-05-03 15:00:00-04:00,4.0
2011-05-03 16:00:00-04:00,4.0
2011-05-03 17:00:00-04:00,4.0
2011-05-03 18:00:00-04:00,
2011-05-03 19:00:00-04:00,
2011-05-03 20:00:00-04:00,
2011-05-03 21:00:00-04:00,
2011-05-03 22:00:00-04:00,
2011-05-03 23:00:00-04:00,
2011-05-04 00:00:00-04:00,
2011-05-04 01:00:00-04:00,
2011-05-04 02:00:00-04:00,
2011-05-04 03:00:00-04:00,
2011-05-04 04:00:00-04:00,
2011-05-04 05:00:00-04:00,
2011-05-04 06:00:00-04:00,
2011-05-04 07:00:00-04:00,
2011-05-04 08:00:00-04:00,
2011-05-04 09:00:00-04:00,
2011-05-04 10:00:00-04:00,
2011-05-04 11:00:00-04:00,
2011-05-04 12:00:00-04:00,
2011-05-04 13:00:00-04:00,
2011-05-04 14:00:00-04:00,
2011-05-04 15:00:00-04:00,
2011-05-04 16:00:00-04:00,
2011-05-04 17:00:00-04:00,
2011-05-04 18:00:00-04:00,
2011-05-04 19:00:00-04:00,
2011-05-04 20:00:00-04:00,
2011-05-04 21:00:00-04:00,
2011-05-04 22:00:00-04:00,
2011-05-04 23:00:00-04:00,
2011-05-05 00:00:00-04:00,
2011-05-05 01:00:00-04:00,
2011-05-05 02:00:00-04:00,
2011-05-05 03:00:00-04:00,
2011-05-05 04:00:00-04:00,
2011-05-05 05:00:00-04:00,
2011-05-05 06:00:00-04:00,
2011-05-05 07:00:00-04:00,
2011-05-05 08:00:00-04:00,
2011-05-05 09:00:00-04:00,
2011-05-05 10:00:00-04:00,
2011-05-05 11:00:00-04:00,
2011-05-05 12:00:00-04:00,
2011-05-05 13:00:00-04:00,
2011-05-05 14:00:00-04:00,
2011-05-05 15:00:00-04:00,
2011-05-05 16:00:00-04:00,
2011-05-05 17:00:00-04:00,
2011-05-05 18:00:00-04:00,
2011-05-05 19:00:00-04:00,
2011-05-05 20:00:00-04:00,
2011-05-05 21:00:00-04:00,
2011-05-05 22:00:00-04:00,
2011-05-05 23:00:00-04:00,
2011-05-06 00:00:00-04:00,
2011-05-06 01:00:00-04:00,
2011-05-06 02:00:00-04:00,
2011-05-06 03:00:00-04:00,
2011-05-06 04:00:00-04:00,
2011-05-06 05:00:00-04:00,
2011-05-06 06:00:00-04:00,
2011-05-06 07:00:00-04:00,
2011-05-06 08:00:00-04:00,
2011-05-06 09:00:00-04:00,
2011-05-06 10:00:00-04:00,4.0
2011-05-06 11:00:00-04:00,4.0
2011-05-06 12:00:00-04:00,4.0
2011-05-06 13:00:00-04:00,4.0
2011-05-06 14:00:00-04:00,4.0
2011-05-06 15:00:00-04:00,4.0
2011-05-06 16:00:00-04:00,4.0
2011-05-06 17:00:00-04:00,4.0
2011-05-06 18:00:00-04:00,4.0
2011-05-06 19:00:00-04:00,4.0
2011-05-06 20:00:00-04:00,133.5621
2011-05-06 21:00:00-04:00,40.35579
2011-05-06 22:00:00-04:00,4.293684
2011-05-06 23:00:00-04:00,4.0
2011-05-07 00:00:00-04:00,4.0
2011-05-07 01:00:00-04:00,4.0
2011-05-07 02:00:00-04:00,4.0
2011-05-07 03:00:00-04:00,4.0
2011-05-07 04:00:00-04:00,4.0
2011-05-07 05:00:00-04:00,4.001053
2011-05-07 06:00:00-04:00,4.0
2011-05-07 07:00:00-04:00,4.0
2011-05-07 08:00:00-04:00,4.0
2011-05-07 09:00:00-04:00,3.9041395
2011-05-07 10:00:00-04:00,4.0
2011-05-07 11:00:00-04:00,15.939262
2011-05-07 12:00:00-04:00,4.0
2011-05-07 13:00:00-04:00,4.0
2011-05-07 14:00:00-04:00,4.0
2011-05-07 15:00:00-04:00,4.0
2011-05-07 16:00:00-04:00,63.147507
2011-05-07 17:00:00-04:00,4.1273685
2011-05-07 18:00:00-04:00,4.1157894
2011-05-07 19:00:00-04:00,4.1705265
2011-05-07 20:00:00-04:00,4.0357895
2011-05-07 21:00:00-04:00,4.062105
2011-05-07 22:00:00-04:00,86.23684
2011-05-07 23:00:00-04:00,4.0
2011-05-08 00:00:00-04:00,4.0
2011-05-08 01:00:00-04:00,4.0
2011-05-08 02:00:00-04:00,4.0
2011-05-08 03:00:00-04:00,4.0
2011-05-08 04:00:00-04:00,4.0
2011-05-08 05:00:00-04:00,4.0
2011-05-08 06:00:00-04:00,4.0
2011-05-08 07:00:00-04:00,4.0880775
2011-05-08 08:00:00-04:00,53.378693
2011-05-08 09:00:00-04:00,39.06758
2011-05-08 10:00:00-04:00,4.1904254
2011-05-08 11:00:00-04:00,69.667725
2011-05-08 12:00:00-04:00,50.011738
2011-05-08 13:00:00-04:00,90.873055
2011-05-08 14:00:00-04:00,4.0
2011-05-08 15:00:00-04:00,4.0
2011-05-08 16:00:00-04:00,31.791256
2011-05-08 17:00:00-04:00,4.0
2011-05-08 18:00:00-04:00,3.9921875
2011-05-08 19:00:00-04:00,4.1063156
2011-05-08 20:00:00-04:00,4.026824
2011-05-08 21:00:00-04:00,4.1742425
2011-05-08 22:00:00-04:00,4.3987274
2011-05-08 23:00:00-04:00,4.411579
2011-05-09 00:00:00-04:00,4.225026
2011-05-09 01:00:00-04:00,4.0
2011-05-09 02:00:00-04:00,4.0
2011-05-09 03:00:00-04:00,4.0
2011-05-09 04:00:00-04:00,4.0
2011-05-09 05:00:00-04:00,3.942857
2011-05-09 06:00:00-04:00,103.48523
2011-05-09 07:00:00-04:00,64.544586
2011-05-09 08:00:00-04:00,55.361523
2011-05-09 09:00:00-04:00,4.0043907
2011-05-09 10:00:00-04:00,4.0
2011-05-09 11:00:00-04:00,4.0
2011-05-09 12:00:00-04:00,4.0
2011-05-09 13:00:00-04:00,4.0
2011-05-09 14:00:00-04:00,4.0
2011-05-09 15:00:00-04:00,4.0
2011-05-09 16:00:00-04:00,4.0
2011-05-09 17:00:00-04:00,4.0
2011-05-09 18:00:00-04:00,67.317986
2011-05-09 19:00:00-04:00,260.7349
2011-05-09 20:00:00-04:00,37.683704
2011-05-09 21:00:00-04:00,4.0547647
2011-05-09 22:00:00-04:00,4.076841
2011-05-09 23:00:00-04:00,3.9989474
2011-05-10 00:00:00-04:00,4.0
2011-05-10 01:00:00-04:00,4.0
2011-05-10 02:00:00-04:00,4.0
2011-05-10 03:00:00-04:00,4.0
2011-05-10 04:00:00-04:00,4.0
2011-05-10 05:00:00-04:00,3.9378293
2011-05-10 06:00:00-04:00,76.6519
2011-05-10 07:00:00-04:00,79.91208
2011-05-10 08:00:00-04:00,4.0
2011-05-10 09:00:00-04:00,4.0
2011-05-10 10:00:00-04:00,4.823151
2011-05-10 11:00:00-04:00,4.0
2011-05-10 12:00:00-04:00,4.0
2011-05-10 13:00:00-04:00,3.7882483
2011-05-10 14:00:00-04:00,4.0
2011-05-10 15:00:00-04:00,4.0
2011-05-10 16:00:00-04:00,4.0
2011-05-10 17:00:00-04:00,4.0
2011-05-10 18:00:00-04:00,4.0
2011-05-10 19:00:00-04:00,4.0
2011-05-10 20:00:00-04:00,4.0459895
2011-05-10 21:00:00-04:00,3.9989474
2011-05-10 22:00:00-04:00,4.0
2011-05-10 23:00:00-04:00,4.0
2011-05-11 00:00:00-04:00,4.0
2011-05-11 01:00:00-04:00,4.0
2011-05-11 02:00:00-04:00,4.0
2011-05-11 03:00:00-04:00,4.0
2011-05-11 04:00:00-04:00,4.0
2011-05-11 05:00:00-04:00,4.0
2011-05-11 06:00:00-04:00,67.64021
2011-05-11 07:00:00-04:00,4.2094736
2011-05-11 08:00:00-04:00,4.0389476
2011-05-11 09:00:00-04:00,4.0
2011-05-11 10:00:00-04:00,4.0
2011-05-11 11:00:00-04:00,4.0
2011-05-11 12:00:00-04:00,4.0
2011-05-11 13:00:00-04:00,4.0
2011-05-11 14:00:00-04:00,4.0
2011-05-11 15:00:00-04:00,4.0
2011-05-11 16:00:00-04:00,4.0
2011-05-11 17:00:00-04:00,4.0
2011-05-11 18:00:00-04:00,4.0
2011-05-11 19:00:00-04:00,4.011579
2011-05-11 20:00:00-04:00,89.50527
2011-05-11 21:00:00-04:00,4.053684
2011-05-11 22:00:00-04:00,4.0
2011-05-11 23:00:00-04:00,4.0
2011-05-12 00:00:00-04:00,4.0
2011-05-12 01:00:00-04:00,4.0
2011-05-12 02:00:00-04:00,4.0
2011-05-12 03:00:00-04:00,4.0
2011-05-12 04:00:00-04:00,4.0
2011-05-12 05:00:00-04:00,4.0
2011-05-12 06:00:00-04:00,98.92691
2011-05-12 07:00:00-04:00,38.840042
2011-05-12 08:00:00-04:00,4.0
2011-05-12 09:00:00-04:00,4.0
2011-05-12 10:00:00-04:00,4.0
2011-05-12 11:00:00-04:00,4.0
2011-05-12 12:00:00-04:00,4.0
2011-05-12 13:00:00-04:00,4.0
2011-05-12 14:00:00-04:00,4.0
2011-05-12 15:00:00-04:00,4.0
2011-05-12 16:00:00-04:00,4.0
2011-05-12 17:00:00-04:00,4.0
2011-05-12 18:00:00-04:00,
2011-05-12 19:00:00-04:00,
2011-05-12 20:00:00-04:00,4.0
2011-05-12 21:00:00-04:00,4.059848
2011-05-12 22:00:00-04:00,76.10888
2011-05-12 23:00:00-04:00,4.0
2011-05-13 00:00:00-04:00,4.0
2011-05-13 01:00:00-04:00,4.0
2011-05-13 02:00:00-04:00,4.0
2011-05-13 03:00:00-04:00,4.0
2011-05-13 04:00:00-04:00,4.0
2011-05-13 05:00:00-04:00,4.0
2011-05-13 06:00:00-04:00,30.76402
2011-05-13 07:00:00-04:00,114.267876
2011-05-13 08:00:00-04:00,4.0
2011-05-13 09:00:00-04:00,4.0
2011-05-13 10:00:00-04:00,4.0
2011-05-13 11:00:00-04:00,4.0
2011-05-13 12:00:00-04:00,4.0
2011-05-13 13:00:00-04:00,4.0
2011-05-13 14:00:00-04:00,4.0
2011-05-13 15:00:00-04:00,4.0
2011-05-13 16:00:00-04:00,4.0
2011-05-13 17:00:00-04:00,4.0
2011-05-13 18:00:00-04:00,4.1534333
2011-05-13 19:00:00-04:00,4.4
2011-05-13 20:00:00-04:00,4.251844
2011-05-13 21:00:00-04:00,4.2166142
2011-05-13 22:00:00-04:00,198.52592
2011-05-13 23:00:00-04:00,3.9785638
2011-05-14 00:00:00-04:00,4.0
2011-05-14 01:00:00-04:00,4.0
2011-05-14 02:00:00-04:00,4.0
2011-05-14 03:00:00-04:00,4.001053
2011-05-14 04:00:00-04:00,4.0
2011-05-14 05:00:00-04:00,4.0
2011-05-14 06:00:00-04:00,4.0
2011-05-14 07:00:00-04:00,52.157616
2011-05-14 08:00:00-04:00,73.35949
2011-05-14 09:00:00-04:00,4.0382934
2011-05-14 10:00:00-04:00,3.9377682
2011-05-14 11:00:00-04:00,4.0
2011-05-14 12:00:00-04:00,4.8263216
2011-05-14 13:00:00-04:00,4.569312
2011-05-14 14:00:00-04:00,4.0
2011-05-14 15:00:00-04:00,4.01559
2011-05-14 16:00:00-04:00,4.348055
2011-05-14 17:00:00-04:00,4.268704
2011-05-14 18:00:00-04:00,100.64662
2011-05-14 19:00:00-04:00,106.75186
2011-05-14 20:00:00-04:00,67.699356
2011-05-14 21:00:00-04:00,4.3883495
2011-05-14 22:00:00-04:00,4.661035
2011-05-14 23:00:00-04:00,103.523155
2011-05-15 00:00:00-04:00,16.522106
2011-05-15 01:00:00-04:00,4.0
2011-05-15 02:00:00-04:00,4.0
2011-05-15 03:00:00-04:00,4.0
2011-05-15 04:00:00-04:00,4.0
2011-05-15 05:00:00-04:00,4.0
2011-05-15 06:00:00-04:00,29.263714
2011-05-15 07:00:00-04:00,11.3959875
2011-05-15 08:00:00-04:00,4.3273497
2011-05-15 09:00:00-04:00,70.01591
2011-05-15 10:00:00-04:00,4.2178946
2011-05-15 11:00:00-04:00,4.3804007
2011-05-15 12:00:00-04:00,37.704643
2011-05-15 13:00:00-04:00,28.654737
2011-05-15 14:00:00-04:00,27.77579
2011-05-15 15:00:00-04:00,4.348421
2011-05-15 16:00:00-04:00,4.1789474
2011-05-15 17:00:00-04:00,4.0967402
2011-05-15 18:00:00-04:00,137.44832
2011-05-15 19:00:00-04:00,125.62368
2011-05-15 20:00:00-04:00,4.2661033
